site_id	W106_D5	W52_D1	W129_D5	W53_D1	W127_D5	W128_D5	W54_D5	W54_D1	W52_D5	W53_D5
1168102	2	10	2	9	11	6	12	6	4	8
1168215	6	1	26	2	17	21	21	1	26	27
1168702	14	53	32	44	66	84	56	26	46	75
1168704	14	54	33	44	67	85	58	26	48	73
1168708	14	52	33	43	65	83	63	26	53	74
1168710	14	51	33	43	65	84	60	26	46	72
1169176	14	2	1	3	62	55	45	1	32	59
1169618	10	14	2	2	42	47	43	7	41	58
1169672	9	10	1	2	48	43	33	5	51	45
1171521	15	108	47	73	46	54	58	55	50	51
1174638	2	14	6	13	9	5	6	15	2	9
1174641	2	15	6	16	10	6	8	15	3	9
1174645	2	17	13	16	12	6	7	15	5	10
1174646	2	12	12	16	11	5	7	15	6	9
1174648	2	15	13	15	11	6	8	16	6	9
1174650	1	14	11	14	10	5	6	9	5	9
1174656	1	10	11	14	10	6	7	7	7	4
1174658	1	11	11	17	9	6	7	7	7	6
1174668	3	19	20	23	11	15	9	12	12	11
1174670	2	20	21	23	12	15	11	14	13	14
1174695	3	27	24	30	15	23	12	17	18	16
1175090	2	10	4	7	4	4	20	3	8	11
1175092	2	14	6	9	5	7	21	6	9	12
1175093	2	13	6	9	5	8	21	6	9	13
1177089	10	43	13	19	33	33	44	21	32	46
1177736	4	24	10	22	15	11	24	15	16	14
1177752	2	17	8	16	10	8	16	6	9	8
1177773	1	10	2	13	7	3	12	1	6	3
1177779	1	10	1	13	2	1	11	1	3	2
1177805	3	12	6	11	1	8	11	9	1	3
1180519	11	10	2	7	33	49	51	6	44	72
1180566	11	16	4	15	34	47	45	10	47	63
1180976	10	50	23	32	27	53	40	30	43	28
1181122	8	14	11	8	12	13	21	6	13	11
1181123	8	14	9	8	11	11	19	4	11	9
1181126	8	13	9	8	11	12	20	5	12	11
1181128	8	14	9	8	9	13	19	5	11	11
1181134	8	13	8	8	8	12	19	4	8	11
1181233	4	7	1	5	10	6	15	2	9	12
1181234	4	8	2	6	11	7	16	3	11	13
1181236	4	8	2	6	12	6	18	3	11	13
1181239	5	10	2	8	13	7	19	3	11	13
1181244	6	10	2	8	14	7	17	3	11	13
1181309	12	21	7	16	26	23	34	5	27	26
1181310	12	21	7	16	26	21	35	5	26	26
1181311	12	22	7	17	26	22	32	5	26	27
1181312	12	22	7	17	24	22	35	5	27	27
1181422	6	16	2	12	26	32	33	3	15	34
1181586	2	27	5	14	26	44	41	9	27	36
1181866	2	28	11	22	17	33	28	10	15	29
1181868	2	26	10	21	17	31	27	10	15	28
1182227	5	7	3	6	32	37	31	5	19	52
1182344	4	8	1	5	28	35	38	4	31	51
1182485	9	29	37	23	18	30	49	15	35	54
1182841	9	66	33	33	38	50	21	39	30	34
1184416	7	32	18	26	38	49	51	14	50	48
1185150	1	7	1	2	1	3	2	7	1	2
1185152	1	10	3	2	1	3	2	6	1	2
1185159	2	10	3	4	1	5	4	7	2	3
1185172	2	15	3	4	1	7	4	9	2	3
1185178	2	18	4	4	2	7	8	11	3	4
1185179	2	25	5	10	3	7	8	12	4	6
1185180	2	24	5	10	3	7	8	13	4	6
1185181	2	24	5	9	3	6	8	13	4	6
1185183	2	22	5	11	2	7	7	14	4	8
1185185	2	25	5	13	3	8	10	15	4	9
1185186	2	24	6	12	3	8	12	15	3	9
1185204	4	55	13	28	19	12	21	33	8	15
1185240	4	64	20	39	25	23	30	44	13	22
1185347	4	91	35	55	32	33	37	45	23	47
1185351	2	86	37	53	33	30	35	44	24	48
1185378	7	103	51	69	37	32	40	51	31	54
1185527	6	81	42	54	17	32	34	50	24	38
1185610	6	87	34	45	32	29	33	51	29	43
1185770	11	99	35	59	28	34	40	49	33	45
1185893	15	83	35	52	33	32	27	39	27	57
1186115	6	73	31	44	43	37	47	38	24	37
1186244	10	77	38	46	47	31	42	30	41	42
1186858	1	11	4	14	6	5	3	9	7	4
1186860	1	12	3	14	6	8	3	10	7	3
1186870	1	15	9	21	6	11	5	12	8	6
1187372	1	113	38	62	27	40	56	52	22	47
1188132	2	39	14	28	6	8	10	5	16	14
1188169	5	48	23	34	16	18	17	11	23	26
1188172	6	53	25	35	16	19	17	11	23	28
1188173	5	54	24	35	16	19	16	11	23	26
1188194	10	62	30	39	21	30	21	14	29	38
1190232	17	118	35	89	31	37	32	63	44	40
1190588	11	96	35	72	31	50	30	47	42	38
1190736	3	83	37	61	23	32	32	43	28	40
1192038	12	103	45	76	33	41	44	35	43	50
1192040	12	101	45	75	31	41	44	34	41	49
1192869	5	75	39	58	25	47	29	44	35	28
1193542	22	34	13	23	35	44	53	18	59	59
1194030	8	90	51	56	27	54	39	46	39	39
1194620	8	63	33	44	26	44	51	36	45	40
1196955	4	34	10	23	15	22	27	17	23	21
1199551	6	8	3	4	32	49	43	9	53	47
1199701	20	20	8	18	25	38	51	14	41	57
1199702	20	19	8	18	24	38	53	14	42	54
1200322	13	5	2	3	47	50	31	7	45	49
1200410	7	1	1	1	33	41	46	2	47	43
1200685	16	69	29	37	47	50	36	30	35	45
1200686	16	70	29	38	45	46	35	29	34	43
1200687	16	69	29	38	47	50	36	30	35	46
1200835	3	28	12	16	30	49	30	16	27	42
1200837	3	28	11	17	30	51	33	16	27	43
1200838	3	28	12	16	30	45	30	14	28	42
1200937	10	59	36	35	37	72	64	38	51	44
1201203	12	3	1	15	26	27	35	5	31	24
1201915	7	19	11	11	24	31	30	11	27	29
1202088	1	2	3	4	4	3	4	3	2	6
1202098	2	5	3	1	1	5	4	5	4	1
1202106	4	8	8	3	2	4	2	5	5	10
1202107	4	11	8	3	2	4	3	5	5	11
1203382	2	20	7	3	25	40	30	14	23	36
1203383	2	14	7	3	22	36	28	9	22	33
1203387	1	20	7	3	24	37	29	14	26	37
1203934	1	1	1	3	13	12	12	3	14	10
1204574	4	54	20	34	27	22	23	22	26	40
1204660	2	10	2	7	2	3	1	6	2	6
1204661	2	10	2	7	2	3	1	6	2	6
1204662	2	10	2	7	2	3	1	6	2	6
1204663	2	10	2	7	2	3	1	6	2	6
1204708	2	11	13	11	11	13	9	5	1	15
1204722	2	16	14	16	15	19	10	9	8	17
1207135	1	8	1	3	8	4	7	3	13	6
1207136	1	8	1	3	8	5	7	4	14	6
1207762	4	39	8	16	34	44	38	13	35	42
1207826	1	30	1	10	37	55	35	5	31	52
1208402	9	47	12	16	24	42	49	17	41	43
1208413	9	60	15	17	28	50	58	19	43	45
1208414	9	58	15	19	28	48	57	19	41	40
1208415	9	62	17	20	27	49	60	19	41	42
1208416	8	64	17	19	28	50	59	19	44	44
1208626	14	88	52	68	20	62	39	49	45	42
1210258	2	15	8	7	2	4	12	5	11	14
1210272	2	9	6	2	2	2	4	4	7	9
1210273	2	8	6	2	2	2	3	2	5	10
1210274	2	8	6	2	2	2	3	2	5	10
1210275	2	7	6	2	2	2	3	2	5	10
1210276	2	6	5	2	2	2	3	1	4	9
1210278	1	2	5	2	2	1	1	1	4	3
1212992	6	71	36	48	17	35	22	20	32	39
1213003	6	64	31	46	15	39	23	21	33	34
1213116	4	81	35	66	20	59	25	30	42	30
1213117	4	80	37	68	19	58	24	31	44	35
1213120	4	86	37	66	18	57	22	31	43	33
1214164	7	41	22	25	9	18	10	19	12	15
1214197	4	21	13	10	4	8	5	8	4	6
1214198	4	15	11	9	3	8	4	6	3	5
1214199	4	15	11	9	4	7	4	6	3	5
1214200	4	15	10	9	4	8	4	6	3	5
1214458	7	112	30	57	45	44	38	38	35	51
1214665	18	125	30	86	50	61	42	79	36	50
1214674	19	127	32	88	52	59	47	76	34	52
1215115	17	82	49	80	43	60	55	50	48	64
1215228	9	39	23	40	40	64	42	19	40	59
1217137	16	11	8	7	16	54	51	6	41	44
1217279	17	28	14	14	23	48	56	7	33	57
1217282	18	26	11	15	22	43	56	6	33	59
1217472	6	24	14	19	17	37	24	18	32	32
1217540	6	55	33	53	16	43	38	29	33	38
1217796	7	15	9	11	30	40	56	3	52	45
1218290	9	23	5	7	40	47	36	6	32	44
1218312	9	33	13	12	42	41	34	7	22	49
1218404	9	73	30	17	50	40	58	13	33	48
1219037	9	88	46	69	33	34	52	55	43	45
1219050	10	100	47	68	37	36	58	59	56	48
1219051	10	99	50	70	38	37	57	63	53	48
1220792	1	8	6	6	6	5	5	7	3	3
1220795	10	120	53	74	47	55	56	60	43	57
1221096	13	76	45	45	19	39	39	27	34	31
1222189	8	7	17	5	42	54	36	3	25	54
1223295	12	2	3	3	36	33	46	1	28	36
1223796	10	4	5	2	52	46	48	1	60	46
1225379	8	21	2	2	16	30	22	4	25	20
1226702	12	11	7	9	26	68	43	10	61	53
1227436	12	2	6	4	38	51	46	5	21	42
1227439	12	2	6	4	41	54	48	5	24	43
1231945	8	102	63	71	41	68	39	59	52	59
1232252	3	24	5	11	10	6	4	10	4	15
1232254	3	22	6	11	9	6	4	9	5	15
1232263	1	6	1	8	5	2	2	1	4	7
1232299	1	10	5	3	9	4	5	6	6	2
1232301	2	9	5	3	10	4	6	6	6	2
1232303	2	11	5	4	9	5	6	9	6	2
1232350	5	45	13	17	18	21	15	21	18	19
1235079	2	14	2	5	6	3	5	3	2	6
1235080	2	17	2	9	7	3	6	5	3	7
1235090	3	21	4	11	8	3	6	7	3	7
1236944	12	14	5	6	17	30	34	5	40	37
1237059	2	7	3	3	5	2	3	1	3	6
1239038	5	35	16	26	16	13	27	28	13	20
1239044	4	16	10	15	4	9	12	15	8	10
1239045	4	17	10	15	4	10	12	16	8	10
1239068	1	13	4	10	5	2	3	11	2	6
1239069	1	11	4	9	5	2	3	11	3	6
1239071	1	13	3	10	6	4	3	14	3	7
1240288	7	59	15	44	8	15	29	26	24	19
1240291	7	58	15	42	8	14	26	23	22	19
1240307	6	43	13	36	5	13	23	21	20	18
1240313	6	39	13	33	6	12	22	20	18	17
1240316	5	36	8	31	5	11	17	17	17	15
1240373	1	12	2	16	1	4	1	6	2	6
1241134	6	110	48	78	30	47	57	70	37	52
1241891	2	40	5	18	13	12	13	17	12	10
1241900	1	25	5	8	12	7	7	11	9	9
1242014	1	10	4	7	2	2	3	2	8	2
1242021	1	13	5	14	4	3	7	2	8	4
1242022	1	13	5	13	4	2	7	2	8	4
1242109	5	59	17	40	19	17	25	24	26	26
1242110	5	58	17	43	19	17	25	24	27	27
1242111	5	60	17	44	19	17	27	24	27	26
1243397	2	19	6	18	14	12	10	4	11	5
1243399	2	17	6	18	14	12	10	4	10	5
1243400	2	17	5	18	14	12	10	4	11	5
1243402	2	15	4	18	13	11	10	4	11	5
1243411	1	8	2	10	7	6	7	4	8	3
1243412	1	7	3	7	6	5	7	4	6	3
1243447	1	22	4	6	2	3	9	1	3	10
1243448	1	25	4	6	2	3	9	1	3	11
1243454	1	30	5	7	3	5	11	6	5	12
1243476	6	43	15	22	6	12	12	16	14	14
1243478	6	43	15	22	6	13	12	16	13	15
1245155	12	114	47	84	46	57	47	64	48	48
1245836	14	83	64	75	23	53	44	42	40	47
1247936	3	6	5	6	3	14	9	5	3	5
1247937	3	6	5	7	3	14	9	5	3	5
1247983	3	12	18	9	9	9	8	14	9	3
1252860	11	94	33	71	36	41	47	42	34	66
1253008	1	9	7	16	13	4	13	9	6	18
1253023	1	8	7	13	8	5	8	9	6	18
1253035	1	3	7	8	5	3	6	4	5	15
1253036	1	4	7	8	5	3	6	4	5	15
1254285	11	6	4	7	39	59	55	2	45	42
1254286	12	2	4	5	40	58	49	1	45	36
1257090	6	4	2	2	35	28	31	2	47	41
1257523	2	5	3	4	14	7	13	5	15	3
1257646	5	55	27	48	34	47	37	23	40	23
1257907	9	65	44	56	31	54	36	55	42	40
1258050	12	73	34	59	29	70	56	39	38	49
1258051	12	80	35	61	30	72	58	40	39	51
1258053	13	81	35	62	29	73	58	40	39	52
1258626	4	20	16	21	8	15	16	19	19	11
1258686	2	19	8	14	4	14	9	13	7	10
1263517	8	87	37	58	13	35	29	43	27	32
1264327	5	95	60	60	36	45	41	55	42	40
1267827	4	40	12	39	12	19	13	14	15	17
1267837	3	38	11	33	11	16	12	12	15	16
1270089	2	15	4	6	6	3	2	7	5	7
1270113	2	2	4	12	5	4	2	4	7	11
1270117	2	2	5	12	6	5	3	4	9	15
1271952	9	22	13	10	33	40	34	9	39	41
1273334	5	27	19	18	36	35	25	17	43	43
1273919	4	7	5	10	11	27	26	6	7	12
1274653	20	6	6	8	42	44	47	2	40	44
1276630	8	97	34	60	31	66	51	30	45	41
1276902	7	22	4	14	29	54	39	9	35	21
1277909	12	9	7	11	31	37	33	8	36	42
1278177	6	38	19	24	36	50	43	20	50	54
1278762	11	63	29	41	36	69	65	38	46	42
1279530	8	17	9	5	47	51	45	13	45	45
1280564	1	31	9	19	11	13	7	8	17	6
1281084	12	80	36	59	23	27	28	44	39	31
1281948	6	109	36	72	19	30	29	48	33	39
1283088	7	103	57	76	45	59	58	46	43	43
1283342	9	49	30	28	38	50	54	29	29	47
1284895	23	96	52	80	42	46	66	43	52	61
1286216	10	98	45	76	28	51	46	39	47	57
1287308	5	10	5	16	30	51	38	6	29	32
1287312	5	10	4	15	29	49	42	6	30	37
1287314	5	10	4	16	31	52	43	6	30	37
1287317	4	10	4	16	27	54	48	6	31	36
1287360	6	14	7	15	22	45	40	6	31	27
1287550	9	35	27	34	30	47	46	22	38	38
1289362	10	20	19	13	37	43	33	15	36	66
1289365	12	20	17	13	38	43	34	18	35	67
1289366	11	19	19	13	37	39	33	15	36	67
1289620	5	11	3	6	36	49	40	2	28	33
1289665	6	30	3	15	27	40	43	13	29	32
1291258	8	101	68	56	30	51	53	57	40	51
1291278	8	97	55	49	28	40	44	53	34	52
1291280	6	98	55	49	28	37	47	52	33	52
1291727	21	142	71	101	72	39	47	63	45	55
1293119	9	33	19	25	29	57	33	15	32	33
1293668	11	111	70	75	37	55	52	84	33	59
1293689	10	119	58	68	42	50	46	75	38	60
1295488	13	105	32	56	45	43	36	53	41	60
1296399	6	20	8	19	28	46	30	8	28	24
1297327	21	60	25	28	31	40	34	23	41	34
1297478	13	14	12	3	61	54	57	5	56	56
1297479	13	14	12	3	62	56	57	5	55	56
1298204	15	38	19	21	29	46	37	18	33	33
1298207	12	38	19	20	30	46	35	18	34	34
1298285	6	21	8	8	26	29	37	6	25	28
1298320	6	25	12	21	31	26	32	15	39	32
1299380	10	102	53	66	25	53	44	46	52	59
1299916	1	61	18	46	22	35	25	17	29	25
1299956	1	38	13	28	16	26	21	9	17	15
1300095	2	33	8	12	11	17	13	21	11	16
1300096	2	33	8	11	11	18	13	21	11	16
1300100	2	37	8	11	10	18	13	21	11	16
1300138	2	67	14	33	15	30	22	43	25	28
1302146	2	107	41	77	30	48	54	61	42	55
1303684	7	6	2	5	28	38	32	2	37	40
1303873	13	10	1	4	40	56	34	4	44	54
1304078	8	6	7	5	33	52	65	2	52	50
1304167	8	10	7	7	28	56	56	4	52	39
1304168	7	10	6	7	29	57	58	4	50	40
1304169	7	10	6	7	28	54	56	4	49	40
1304341	13	20	13	10	22	41	26	11	46	42
1305013	13	10	4	2	32	51	32	2	21	45
1306095	10	55	34	28	26	64	31	26	50	46
1306106	9	52	27	23	28	56	29	20	47	47
1307122	2	46	14	23	40	40	31	23	28	39
1307147	2	43	15	25	39	48	29	23	36	34
1311254	10	68	32	41	37	27	45	27	58	56
1312867	9	29	15	13	36	36	38	4	38	44
1313025	11	19	7	9	41	51	37	4	42	56
1313326	15	13	8	10	25	64	58	4	29	52
1313361	17	11	7	10	30	71	53	4	35	50
1313431	9	1	2	3	27	67	45	2	22	41
1313496	7	3	2	1	19	45	42	1	22	38
1313497	7	3	2	1	19	44	43	1	22	37
1313580	7	11	6	8	19	41	52	7	27	39
1313706	7	25	8	16	39	58	33	8	31	36
1313776	8	9	5	4	38	61	27	1	31	28
1313777	9	9	5	4	37	66	28	1	32	28
1313780	9	9	5	5	37	70	29	1	36	30
1313782	12	10	7	6	38	75	33	2	39	30
1313926	17	21	16	27	38	39	58	17	41	36
1313928	16	24	17	27	41	41	62	17	42	40
1314655	12	19	3	6	40	61	40	5	43	57
1314953	7	23	22	22	11	32	14	11	24	26
1315005	1	10	5	4	3	13	7	4	4	9
1315006	1	10	7	3	3	12	7	4	5	8
1315008	1	10	6	3	3	12	7	4	4	8
1315024	1	2	3	2	1	5	2	1	1	3
1317405	17	85	41	66	45	46	49	57	43	48
1318895	10	113	42	93	45	34	65	45	36	52
1319785	13	10	5	10	35	37	43	7	36	36
1319861	22	26	10	7	40	34	43	19	45	44
1319862	22	26	9	7	38	33	42	18	45	43
1320588	15	47	25	50	30	65	60	35	68	64
1321809	5	72	35	58	27	38	36	55	53	54
1321810	5	69	36	55	28	38	36	53	54	56
1321811	5	69	37	55	27	37	36	53	54	54
1321933	8	93	50	82	30	42	32	40	48	50
1322289	6	45	37	61	27	36	43	23	16	34
1322290	6	45	37	60	25	35	41	24	18	31
1323022	6	57	33	41	30	35	65	43	35	35
1324269	2	9	8	13	2	1	2	4	9	6
1324518	11	93	30	52	41	32	49	38	27	46
1324697	4	64	43	56	34	40	42	45	49	43
1325029	13	63	30	53	19	32	29	38	36	32
1327378	12	41	19	9	50	45	49	9	41	58
1327645	18	9	4	7	54	42	35	5	49	58
1327649	18	10	4	7	55	38	37	6	47	57
1327652	18	8	4	6	49	37	30	6	39	48
1327696	11	4	3	1	37	39	33	1	32	38
1328553	10	37	14	23	53	43	49	19	55	41
1328601	7	40	15	16	51	41	48	22	45	45
1328602	7	39	16	16	52	40	49	22	45	46
1328828	4	9	3	4	37	50	46	9	39	30
1328832	3	11	4	5	38	50	45	9	38	29
1328833	4	11	4	5	38	50	44	9	37	25
1329297	10	18	15	14	30	50	67	12	46	40
1330423	12	9	8	9	44	49	58	3	44	46
1331781	16	75	54	63	30	52	38	48	42	43
1331928	12	111	52	63	36	53	49	66	45	55
1331929	11	108	51	60	34	50	46	63	42	53
1331930	13	111	53	61	36	55	50	64	45	54
1332271	19	28	13	25	29	48	35	16	50	37
1332273	19	30	13	25	32	49	36	15	48	38
1332479	2	6	4	5	5	13	21	2	17	11
1332480	2	6	4	3	5	11	22	2	16	11
1332482	2	6	4	5	5	13	23	2	19	11
1332485	2	5	4	5	5	12	22	2	20	11
1332489	2	5	4	4	5	12	22	2	20	9
1332595	1	22	9	10	6	10	5	9	6	11
1332603	1	33	13	17	7	17	9	9	8	16
1332655	1	52	26	43	20	28	21	24	15	23
1332663	1	59	26	41	20	28	25	28	16	25
1333912	4	22	15	27	32	49	43	14	50	41
1333913	4	22	15	27	32	49	42	14	49	38
1334826	9	8	3	4	38	35	36	1	36	30
1334827	9	7	3	4	38	37	37	1	35	29
1335209	2	13	12	15	31	45	33	4	28	58
1335863	6	45	8	27	37	49	36	10	33	38
1335894	8	55	18	37	39	49	32	15	34	39
1335923	7	66	26	41	41	42	29	19	35	35
1336797	8	92	45	64	35	56	42	40	32	41
1337779	12	81	31	62	30	46	40	45	64	39
1338959	9	76	29	46	14	33	26	35	39	28
1339498	1	12	14	11	4	12	7	16	3	6
1339541	4	23	19	18	12	25	15	25	3	10
1339585	9	36	21	26	16	34	15	25	14	18
1341179	1	37	18	31	14	10	9	15	24	16
1341277	12	45	25	33	26	34	29	19	21	21
1341279	12	46	26	33	30	35	30	19	20	22
1341291	12	51	31	37	34	39	30	25	23	24
1341345	12	70	44	50	41	49	45	37	36	31
1341348	11	72	44	50	42	49	46	38	37	32
1341465	1	33	22	21	16	18	19	19	11	9
1341579	4	27	20	36	17	17	9	15	10	10
1343216	15	65	46	47	21	48	26	39	30	35
1343218	15	64	43	47	20	47	27	39	31	31
1343219	15	66	44	47	20	46	25	38	29	33
1343221	12	64	45	50	21	46	25	37	30	35
1343361	4	76	45	57	33	44	32	26	40	29
1343366	5	78	46	54	36	43	33	28	40	31
1343369	5	76	48	54	35	42	34	30	41	28
1343852	15	89	41	56	32	45	56	44	41	44
1343853	15	89	42	56	32	43	55	45	38	45
1343855	15	83	40	55	26	42	53	41	38	43
1344243	4	80	47	37	16	37	26	32	31	41
1344390	7	132	45	50	28	59	42	48	46	36
1348670	5	17	4	18	17	30	42	3	14	35
1348878	3	11	3	3	26	41	27	2	26	48
1348879	3	11	3	3	26	41	28	2	26	48
1349091	5	4	3	1	30	32	40	2	49	31
1349106	6	4	1	1	28	34	44	2	48	35
1349384	13	2	1	4	25	49	47	1	49	58
1349385	13	2	1	4	27	51	47	1	47	58
1350958	1	72	40	39	41	44	30	40	26	51
1351090	5	48	24	39	18	30	14	18	17	24
1351180	12	60	19	39	19	31	16	14	16	30
1351456	6	81	47	61	26	39	57	28	29	42
1355554	4	108	21	69	34	34	29	52	33	33
1355555	4	106	22	69	34	36	30	53	33	31
1355851	8	28	14	34	18	17	18	19	14	26
1355880	5	17	7	20	13	12	11	9	4	9
1355882	5	18	8	20	12	12	12	9	4	9
1355884	5	14	5	15	11	11	11	8	4	8
1355885	5	14	5	16	11	11	11	9	3	8
1355903	4	4	3	10	6	6	7	3	2	4
1355904	4	5	2	10	6	6	6	3	2	5
1355905	4	5	3	10	5	6	6	3	2	4
1355906	4	5	3	10	5	6	6	3	2	5
1355908	2	4	2	9	5	3	5	2	2	4
1369417	7	79	24	64	19	38	29	45	28	36
1369832	18	60	48	46	33	56	46	33	68	68
1370604	13	95	38	80	32	53	47	60	51	50
1371064	2	42	17	27	12	12	14	30	15	17
1371174	6	9	3	10	13	9	10	1	8	11
1371176	5	10	3	10	14	9	11	1	9	11
1371182	5	9	3	10	15	12	10	1	13	14
1371184	6	9	4	9	15	13	11	1	15	14
1371185	6	9	4	10	15	12	11	1	15	14
1371230	8	12	8	11	21	27	18	4	36	27
1376425	5	101	45	86	23	52	36	60	49	36
1377763	12	17	14	16	35	44	32	7	58	25
1378037	4	21	7	25	28	40	25	12	30	35
1378187	6	3	1	2	22	29	57	1	28	20
1378188	6	3	1	2	22	30	56	1	26	21
1378189	6	3	1	2	22	29	56	1	24	21
1378198	6	3	1	2	21	21	48	1	21	15
1378282	4	3	1	2	27	46	37	1	38	38
1378770	15	8	2	10	40	52	52	4	56	54
1378773	14	9	2	10	42	54	50	4	52	53
1379704	7	14	17	19	23	58	44	17	39	44
1381250	9	95	68	58	21	63	44	39	59	43
1382686	6	21	12	16	34	52	51	12	37	33
1382835	11	31	28	38	29	48	40	17	63	66
1384466	16	45	31	40	24	48	48	29	67	39
1386521	13	41	21	29	22	34	48	22	30	33
1386618	7	32	14	25	9	10	8	6	19	6
1386624	8	36	17	31	12	14	10	7	21	13
1386992	7	90	44	52	17	44	54	48	35	63
1387516	4	7	4	9	26	37	26	7	35	26
1387518	4	7	4	9	25	40	28	7	35	25
1387525	3	6	4	9	26	37	26	6	31	23
1388714	10	7	3	6	6	13	9	6	9	7
1388715	10	6	3	6	6	14	9	6	9	7
1388716	10	8	3	7	6	14	10	7	9	7
1389358	7	12	5	4	17	26	35	6	19	23
1389567	8	38	18	22	42	66	42	19	49	64
1392372	9	99	30	57	55	45	30	40	48	33
1392696	9	84	53	56	39	44	36	64	29	37
1392700	10	91	52	60	45	49	43	68	33	46
1395470	13	21	3	18	27	41	38	10	23	34
1395471	14	24	3	19	34	48	46	11	27	36
1395472	14	22	3	19	32	49	44	11	26	36
1397950	8	13	5	11	11	14	11	8	14	16
1397953	8	12	5	11	13	13	12	8	12	15
1397954	7	12	5	11	13	14	12	8	13	15
1397956	7	13	5	10	13	14	11	8	13	14
1397958	7	12	5	10	12	13	11	8	13	13
1397959	7	12	5	10	11	12	11	8	13	13
1397960	7	12	5	8	12	11	11	8	11	13
1397962	7	12	5	8	13	12	9	8	11	14
1399363	6	71	31	34	24	43	39	30	39	27
1399763	14	62	51	50	37	57	50	49	50	60
1400125	6	28	22	18	40	40	53	26	35	31
1401133	8	72	58	78	31	64	38	48	48	62
1403570	12	104	27	75	34	50	50	37	40	52
1403731	9	84	24	60	35	41	43	42	41	52
1409536	4	76	47	54	40	57	46	29	45	46
1410329	9	57	24	41	57	39	50	22	32	54
1410330	9	60	24	39	60	40	49	23	31	52
1410332	7	60	24	41	60	37	51	23	34	52
1410333	7	61	23	41	59	39	52	23	32	53
1410476	5	37	29	33	62	38	31	17	36	41
1410478	5	36	30	32	62	34	31	18	36	41
1413116	13	62	17	42	41	68	41	25	35	52
1413896	13	61	39	44	49	61	59	34	49	50
1414133	7	26	6	30	34	43	64	22	45	44
1414702	9	50	18	31	49	50	46	27	50	64
1414703	8	48	17	32	49	46	44	29	49	64
1414705	9	58	27	39	52	48	52	37	56	70
1414849	4	84	48	61	46	49	47	56	39	58
1414850	4	86	50	60	48	52	48	59	42	58
1414852	4	86	47	63	49	51	47	60	40	60
1415622	8	52	27	27	22	33	40	36	35	52
1415772	10	21	14	10	47	41	57	8	51	57
1415825	6	9	16	6	28	37	45	3	35	40
1415903	9	5	16	5	32	49	50	2	42	42
1416339	11	13	14	10	42	46	35	12	34	53
1416411	22	4	4	8	40	42	46	5	49	54
1417519	13	43	20	18	39	56	72	23	36	51
1417520	14	44	19	18	39	57	73	23	35	52
1417521	14	44	16	18	38	53	70	21	36	51
1417585	18	23	7	10	42	44	63	14	35	57
1417670	12	5	9	5	60	39	61	3	55	52
1417671	12	5	8	4	56	38	58	2	55	46
1417672	12	5	9	5	59	39	62	3	55	50
1417794	9	29	27	21	37	50	39	9	29	26
1418428	25	39	20	14	30	66	54	28	50	80
1419001	8	64	31	43	40	47	36	30	35	32
1419242	6	99	42	62	29	67	41	44	51	50
1419458	1	8	11	14	8	9	4	10	10	6
1419461	1	9	14	14	8	10	4	8	10	7
1419464	1	9	14	14	9	10	5	11	10	7
1419667	12	92	50	60	23	40	46	47	44	44
1419926	11	65	38	43	22	46	33	25	25	40
1421109	1	33	13	31	9	23	20	16	21	26
1421110	1	33	13	31	9	24	21	16	21	26
1422064	1	6	5	6	2	4	5	5	2	6
1422065	1	7	5	6	1	4	5	5	2	7
1422066	1	6	5	6	2	4	5	5	2	6
1422071	1	10	5	6	3	4	5	5	1	7
1422890	6	93	38	72	36	50	40	54	64	40
1424555	1	19	7	5	12	9	8	9	10	14
1424570	1	10	8	5	10	7	6	5	8	11
1424669	2	7	7	7	6	15	10	9	10	18
1424696	2	9	7	11	13	28	27	12	22	30
1425793	3	4	3	4	17	16	19	3	13	30
1425794	3	4	3	4	17	16	20	3	13	30
1425842	3	7	7	13	14	19	27	10	14	31
1426034	12	44	29	28	39	31	34	11	30	64
1426425	23	74	36	33	44	31	50	40	40	55
1427504	4	95	57	55	35	40	43	45	41	52
1429286	7	62	25	53	31	51	34	30	45	44
1429875	5	69	31	34	27	18	13	47	19	28
1429963	1	48	11	21	15	11	11	33	13	19
1429965	1	49	12	20	15	9	12	33	12	21
1429967	1	49	12	18	15	10	10	33	13	21
1429969	1	49	12	18	13	10	11	33	10	21
1429970	1	47	12	17	13	11	12	34	10	21
1430024	1	22	1	6	2	4	5	12	6	7
1430026	1	22	1	6	2	3	5	11	5	8
1430028	1	22	1	6	2	2	5	11	5	6
1430029	1	22	1	6	2	3	5	11	5	7
1431719	6	77	54	63	35	60	38	50	45	67
1432107	9	21	9	12	19	33	37	9	32	44
1432270	16	21	10	10	37	36	47	8	32	60
1432272	16	20	9	9	39	34	47	8	32	59
1432421	8	10	20	3	31	37	32	10	35	42
1432423	8	11	22	3	31	36	31	10	32	42
1433054	8	22	26	26	30	43	44	11	43	37
1433631	10	43	13	24	29	45	40	19	32	39
1435728	2	10	5	5	10	4	3	3	5	2
1435729	2	10	4	4	10	4	3	3	5	2
1435732	1	9	4	3	9	4	3	3	5	2
1436476	3	24	11	13	1	14	7	15	7	5
1437201	6	12	4	4	23	37	52	8	32	51
1439090	5	41	30	43	24	60	55	12	50	51
1439092	4	41	31	43	25	62	56	12	51	53
1439096	5	44	29	48	24	60	52	12	51	54
